"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보(x)","좌표정보(y)","문화체육업종명","공사립구분명","보험가입여부코드","지도자수","건축물동수","건축물연면적","회원모집총인원","세부업종명","법인명",
"213","수영장업","10_35_01_P","3030000","CDFH3301012013000001","20130625","","03","폐업","03","폐업","20190131","","","","02-2292-9770","","133100","서울특별시 성동구 옥수동 560번지","","","드래곤키즈","20190131170443","U","2019-02-02 02:40:00.0","","201538.05612719","448894.755196992","수영장업","사립","","","","","","","",
"214","수영장업","10_35_01_P","3180000","CDFH3301011989000001","19891220","","03","폐업","03","폐업","20050128","","","","","","150889","서울특별시 영등포구 여의도동 42-1번지","서울특별시 영등포구 국제금융로 79  (여의도동)","","한화여의도수영장","20080612104233","I","2018-08-31 23:59:59.0","","194037.750337785","446477.41713322","수영장업","사립","0","","","","","","",
"215","수영장업","10_35_01_P","3120000","CDFH3301012009000001","20091223","","03","폐업","03","폐업","20150511","","","","0395-5345","","120859","서울특별시 서대문구 홍제동 158-33번지 화인빌딩 2층","서울특별시 서대문구 통일로 413 (홍제동)","03646","우정스위밍센터","20190508171026","U","2019-05-10 02:40:00.0","","195196.693652181","453764.706268517","수영장업","사립","Y","2","","","","","",
"216","수영장업","10_35_01_P","3120000","CDFH3301011997000001","19970502","","03","폐업","03","폐업","20070410","","","","364-5006","","120768","서울특별시 서대문구 영천동 100번지 삼호아파트 상가 (지층)","","","독립문 스포츠","20070501133930","I","2018-08-31 23:59:59.0","","196259.607806599","452003.400133964","수영장업","사립","0","","","","","","",
"217","수영장업","10_35_01_P","3120000","CDFH3301012000000001","20001227","","03","폐업","03","폐업","20091023","","","","379-0781","","120859","서울특별시 서대문구 홍제동 158-33번지 지하2층","서울특별시 서대문구 통일로 413 (홍제동,지하2층)","","연세스포츠수영장","20150326170719","I","2018-08-31 23:59:59.0","","195196.693652181","453764.706268517","수영장업","사립","","","","1434.62","","","",
"218","수영장업","10_35_01_P","3120000","CDFH3301012000000002","20000725","","03","폐업","03","폐업","20070308","","","","309-0177","","120811","서울특별시 서대문구 북가좌동 150번지 지층","서울특별시 서대문구 수색로 102  (북가좌동,지층)","","가좌스포렉스","20070308112243","I","2018-08-31 23:59:59.0","","191836.275479334","452295.332828958","수영장업","사립","0","","","","","","",
"219","수영장업","10_35_01_P","4400000","CDFH3301012019000001","20190718","","03","폐업","03","폐업","20190902","","","","","","","충청북도 제천시 명동 68번지","충청북도 제천시 동명로 77 (명동)","27171","제천시야외물놀이장","20190902133104","U","2019-09-04 02:40:00.0","","307300.863941","404469.646014","수영장업","사립","","","","","","","",
"220","수영장업","10_35_01_P","3090000","CDFH3301012019000001","20190712","","03","폐업","03","폐업","20190818","","","","","","","서울특별시 도봉구 도봉동 628번지 성균관대학교종합운동장","서울특별시 도봉구 도봉로168길 30, 성균관대학교종합운동장 (도봉동)","01321","도봉구 야외수영장","20190826161902","U","2019-08-28 02:40:00.0","","204154.244756969","464025.980159844","수영장업","사립","","","","15000","","","",
"221","수영장업","10_35_01_P","5110000","CDFH3301012006000001","20060629","","03","폐업","03","폐업","20140303","","","","054)535-0069","","742070","경상북도 상주시 냉림동 88번지","경상북도 상주시 냉림2길 90 (냉림동)","742070","상주스포렉스 야외수영장","20140303154654","I","2018-08-31 23:59:59.0","","304576.291008513","325244.179302699","수영장업","사립","","","","","","","",
"222","수영장업","10_35_01_P","5110000","CDFH3301012004000001","20040730","","03","폐업","03","폐업","20060629","","","","","","742070","경상북도 상주시 냉림동 88번지","경상북도 상주시 냉림2길 90 (냉림동)","742070","상주스포맥스야외수영장","20140122104838","I","2018-08-31 23:59:59.0","","304576.291008513","325244.179302699","수영장업","사립","","","","","","","",
"223","수영장업","10_35_01_P","5250000","CDFH3301011989000001","19891229","","03","폐업","03","폐업","20070131","","","","054-787-3500","","767842","경상북도 울진군 온정면 소태리 964","","","백암관광호텔수영장","20201119115528","U","2020-11-21 02:40:00.0","","409609.473805446","360453.271148837","수영장업","사립","","","1","12081.29","","","",
"224","수영장업","10_35_01_P","5220000","CDFH3301012008000003","20080502","","03","폐업","03","폐업","20181231","","","","054-971-3031","","718803","경상북도 칠곡군 왜관읍 석전리 254번지","경상북도 칠곡군 왜관읍 관문로1길 32","39872","칠곡수영장","20181231153542","U","2019-01-02 02:40:00.0","","327763.5307747","277718.730023173","수영장업","사립","Y","2","","","","","",
"225","수영장업","10_35_01_P","5410000","CDFH3301011982000001","19820317","","03","폐업","03","폐업","20170804","","","","536-6331","","635891","경상남도 창녕군 부곡면 거문리 195-7번지","경상남도 창녕군 부곡면 온천중앙로 77","","부곡하와이 수영장","20170804155420","I","2018-08-31 23:59:59.0","","344551.44266931","216592.13747984","수영장업","사립","0","2","","82081","","","",
"226","수영장업","10_35_01_P","3570000","CDFH3301011989000001","19891227","","03","폐업","03","폐업","20090911","","","","032-032-937-5600","","417843","인천광역시 강화군 길상면 장흥리 152-4번지","인천광역시 강화군 길상면 신촌로 291","","우래정수영장","20090911151443","I","2018-08-31 23:59:59.0","","156569.294045166","457731.262254858","수영장업","사립","","","","","","","",
"227","수영장업","10_35_01_P","3570000","CDFH3301011998000001","19980423","","03","폐업","03","폐업","20080408","","","","032-934-7007","","417805","인천광역시 강화군 강화읍 남산리 520번지","인천광역시 강화군 강화읍 충렬사로 155","","은혜수영장","20080605095333","I","2018-08-31 23:59:59.0","","153588.751915886","469865.908016245","수영장업","사립","0","","","","","","",
"228","수영장업","10_35_01_P","3570000","CDFH3301011998000002","19980718","","03","폐업","03","폐업","20190118","","","","032-933-0400","","417891","인천광역시 강화군 내가면 고천리 293-10번지","인천광역시 강화군 내가면 고비고개로 663","23018","삼별초수영장","20190118175040","U","2019-01-20 02:40:00.0","","148548.489619655","469482.536831902","수영장업","사립","Y","1","","","","","",
"229","수영장업","10_35_01_P","3570000","CDFH3301012002000001","20020829","","03","폐업","03","폐업","20050805","","","","937-5071","","417841","인천광역시 강화군 길상면 온수리 620-12번지","인천광역시 강화군 길상면 전등사로 77","","강화가족호텔수영장","20061026203049","I","2018-08-31 23:59:59.0","","155026.104019445","459423.915727202","수영장업","사립","0","","","","","","",
"230","수영장업","10_35_01_P","3570000","CDFH3301012004000001","20040702","","03","폐업","03","폐업","20160721","","","","","","","","인천광역시 강화군 내가면 고비고개로741번길 107 (바다의별청소년수련원)","23018","바다의별 청소년수련원","20160721162455","I","2018-08-31 23:59:59.0","","148268.274018696","467981.0718434","수영장업","사립","Y","1","","","","","",
"231","수영장업","10_35_01_P","3570000","CDFH3301012005000001","20050610","","03","폐업","03","폐업","20200422","","","","","","417805","인천광역시 강화군 강화읍 남산리 482-3번지","인천광역시 강화군 강화읍 충렬사로 138","23037","명진스포츠 문화센터","20200504092947","U","2020-05-06 02:40:00.0","","153599.966647208","470049.029269526","수영장업","사립","Y","4","","","","","",
"232","수영장업","10_35_01_P","3570000","CDFH3301012005000002","20050714","","03","폐업","03","폐업","20110128","","","","032-427-2000","","417842","인천광역시 강화군 길상면 선두리 93-8번지","인천광역시 강화군 길상면 보리고개로 174","","강화로얄수영장","20110128155315","I","2018-08-31 23:59:59.0","","154710.25022225","458287.406511739","수영장업","사립","Y","2","","","","","",
"233","수영장업","10_35_01_P","3570000","CDFH3301012007000001","20070322","","03","폐업","03","폐업","20130218","","","","","","417833","인천광역시 강화군 불은면 삼성리 산 140-7번지","","","삼성수영장","20130218112601","I","2018-08-31 23:59:59.0","","150071.613505418","467246.512376264","수영장업","사립","Y","1","","","","","",
"234","수영장업","10_35_01_P","3540000","CDFH3301012001000001","20011009","","03","폐업","03","폐업","20041004","","","","528-1719","","403839","인천광역시 부평구 산곡동 311-139번지","인천광역시 부평구 화랑남로 13  (산곡동)","","현대실내수영장","20060509173455","I","2018-08-31 23:59:59.0","","173933.785327451","443432.563170155","수영장업","사립","1","1","","","","","",
"235","수영장업","10_35_01_P","3540000","CDFH3301012008000001","20080415","","03","폐업","03","폐업","20150211","","","","","","403825","인천광역시 부평구 부평동 798-32번지 외1필지","인천광역시 부평구 부평대로167번길 13  (부평동,외1필지)","","신진스포츠쎈터","20150212090445","I","2018-08-31 23:59:59.0","","175162.829791522","444894.218457854","수영장업","사립","","","","","","","",
"236","수영장업","10_35_01_P","3520000","CDFH3301011995000001","19950330","","03","폐업","03","폐업","20191227","","","","832-0135","","406120","인천광역시 연수구 청학동","인천광역시 연수구 청학로 49 (청학동, 청학풀장)","21902","청학풀장","20191227104436","U","2019-12-29 02:40:00.0","","170437.09275821","436752.057996754","수영장업","사립","","","","874","","","",
"237","수영장업","10_35_01_P","3520000","CDFH3301011995000002","19950330","","03","폐업","03","폐업","20060502","","","","832-0011","","406050","인천광역시 연수구 옥련동 504번지","","","송도유원지풀장","20120214100206","I","2018-08-31 23:59:59.0","","","","수영장업","사립","","","","1328","","","",
"238","수영장업","10_35_01_P","3520000","CDFH3301011995000003","19950330","","03","폐업","03","폐업","20041206","","","","814-1971","","406807","인천광역시 연수구 선학동 376-5번지 3층","인천광역시 연수구 비류대로529번길 3  (선학동,3층)","","휘나뉴서울스포츠수영장","20120214100826","I","2018-08-31 23:59:59.0","","172782.392849256","435740.6357051","수영장업","사립","","","","425","","","",
"239","수영장업","10_35_01_P","3520000","CDFH3301011995000004","19950330","","03","폐업","03","폐업","19990129","","","","","","406120","인천광역시 연수구 청학동 45블럭","","","휘나수영장","20030128091112","I","2018-08-31 23:59:59.0","","","","수영장업","사립","0","","","1474","","","",
"240","수영장업","10_35_01_P","3520000","CDFH3301011995000005","19950330","","03","폐업","03","폐업","20041206","","","","822-2601","","406120","인천광역시 연수구 청학동 451번지","","","대경울트라수영장","20120214101315","I","2018-08-31 23:59:59.0","","170681.89889168","435649.139531741","수영장업","사립","","","","313","","","",
"241","수영장업","10_35_01_P","3520000","CDFH3301011995000006","19951219","","03","폐업","03","폐업","19990129","","","","","","406120","인천광역시 연수구 청학동 449번지","인천광역시 연수구 솔샘로43번길 15  (청학동)","","휘나수영장","20030128133946","I","2018-08-31 23:59:59.0","","170429.727480175","435692.956289862","수영장업","사립","0","","","1474","","","",
"242","수영장업","10_35_01_P","3520000","CDFH3301011998000001","19980210","","03","폐업","03","폐업","20200921","","","","814-7000","","","인천광역시 연수구 연수동 536 동남아파트","인천광역시 연수구 새말로 27, 동남아파트 (연수동)","21920","동남스포피아 수영장","20200921091541","U","2020-09-23 02:40:00.0","","171154.750362469","435799.523267756","수영장업","사립","","","","2547.85","","","",
