"나이","체지방률","악력","앞으로굽히기","윗몸일으키기","멀리뛰기","등급","bmi"
30,22.3,44.9,9.6,41,193,"B",21.7
23,12.1,36.3,24.4,59,242,"B",21.4
32,23.5,52.6,10.5,46,192,"B",26.8
34,22.8,51.5,25.9,47,217,"B",26.9
26,15.4,40.3,18.7,54,222,"B",21.2
26,18.3,43.6,14.3,50,218,"B",23.1
51,25.4,52.3,13.7,54,207,"B",25.7
21,13.4,51.2,13.6,62,232,"B",24.1
27,15.1,65.3,20.5,51,219,"B",22.5
49,24.9,43.1,21,41,209,"B",25.6
23,9.5,53.7,13.9,64,218,"B",22.2
25,23.4,53.8,21.3,55,259,"B",27.9
49,19.4,47.5,9.4,48,201,"B",24.5
60,26.9,34.9,8.2,29,161,"B",25.9
21,13.8,41.5,16.3,59,227,"B",22.8
36,16.3,44.2,9.7,39,217,"B",22.5
29,13.5,39.8,23.3,48,247,"B",23.5
27,17.1,44.7,13.8,55,247,"B",23.9
64,23.5,37.1,13.3,32,177,"B",22.6
25,18.6,38.1,12.2,54,227,"B",22.3
25,18.7,45.8,12,52,229,"B",24.1
62,24.7,41.9,9,32,177,"B",25.6
26,16.6,45.6,12.6,49,243,"B",23.7
48,12.8,35,11.2,53,211,"B",21.2
60,24,39.1,13.7,31,163,"B",20.1
32,17.6,49.5,10.6,52,182,"B",24.1
25,18.2,40.2,17.2,50,230,"B",21.1
37,26.7,53.2,16.2,57,220,"B",28.7
41,19.1,52.9,10.1,52,236,"B",26.6
60,17.2,45.2,8.3,40,195,"B",25
57,9,32,20.3,46,194,"B",20.6
31,21.7,38.8,9.5,54,226,"B",25.2
31,20.6,66,21,53,235,"B",26.7
37,17.6,46.2,14.9,39,224,"B",22.6
36,23.4,47.3,12.8,46,221,"B",23
22,13.1,40.4,13.3,48,233,"B",21.8
36,31.7,52.4,17,43,209,"B",30.8
24,20.4,38,21.5,50,246,"B",22.8
21,23.8,61.8,15.7,56,238,"B",27.9
23,13.3,38.1,12.6,56,213,"B",23.1
62,23,43.5,9,32,161,"B",24.7
22,17.2,42,16.4,57,226,"B",23.8
29,15.7,48.4,18.4,50,212,"B",23
37,28.2,44.9,14.5,42,193,"B",25.4
38,11.8,45.3,12.3,46,236,"B",22.8
56,19.9,39.4,12,30,210,"B",23.5
26,31.7,49.5,11.2,56,212,"B",26.9
26,15.5,38.6,22.9,57,280,"B",23.4
54,15,41.2,18.9,34,189,"B",22.4
41,22,41.3,13.2,38,219,"B",23.4
37,11.4,49.7,25.1,58,231,"B",22.7
62,17.3,40.4,26.6,31,164,"B",21.8
27,17.2,41.9,13.4,52,241,"B",22.4
25,17.5,51,18.2,47,211,"B",26.7
35,12,45.7,16.7,44,235,"B",21.1
27,13.9,47.9,11.8,70,231,"B",23.5
37,19.4,47,14.5,42,224,"B",23.6
22,14.8,43.9,17.6,50,240,"B",21.1
30,10.4,44.2,13.9,51,242,"B",19.6
32,16.8,53.5,15,54,222,"B",27.2
56,29.7,42,19.5,30,190,"B",26.3
31,16.8,49.3,16.2,48,192,"B",22.9
25,13.3,36.6,20.5,53,217,"B",22.1
21,20,37,22.5,49,220,"B",23.2
21,18,41.2,11.9,58,222,"B",24.7
26,12.5,42,10.6,51,203,"B",21.3
43,18.8,41.2,10.2,42,224,"B",24.3
58,19,37.6,17,38,173,"B",22.6
36,21.4,53.9,22.1,53,228,"B",28.4
39,16.9,49.2,24.9,62,228,"B",28.7
34,30.9,54.8,17,46,222,"B",31.5
30,19.2,36.5,12.6,56,226,"B",24.7
22,16.1,40,16.5,49,231,"B",21.9
39,24.6,42.5,21.1,50,224,"B",26.8
41,21.3,47.2,13.3,44,225,"B",24
22,8.3,45,11.7,58,234,"B",20.9
46,8.6,49.5,20.9,39,197,"B",18.5
22,18.1,32.5,20.6,58,229,"B",21.2
51,19,42.6,13,37,215,"B",22.2
45,19.2,42.9,19.1,36,208,"B",24.6
26,16.8,45.6,16.6,56,199,"B",24.8
21,15.6,43.9,22.7,52,214,"B",24.6
27,20.4,54.3,10.6,46,231,"B",28.5
44,18.6,43.3,18,48,223,"B",23.8
26,16.1,38.8,13.8,61,256,"B",24
24,11.6,53.9,15.2,50,262,"B",24.9
30,20,54.4,17.2,45,222,"B",26
33,20.4,51.8,16.3,52,239,"B",25.6
35,19,43,10.1,45,246,"B",24.4
30,24.1,41.6,17.5,50,200,"B",24.7
25,18.3,44.3,21.5,57,221,"B",24.8
49,14.2,51.2,12.3,38,199,"B",23.3
59,24.3,44.1,13.2,38,194,"B",25.8
29,19.9,46.4,20.4,47,223,"B",25.4
25,21.1,45.6,13.9,50,230,"B",25.4
64,23.8,34.1,11.2,33,162,"B",23
42,23.2,42.6,18.5,40,215,"B",23.5
26,13.6,41.3,13,45,231,"B",20.6
58,17,40.1,9.8,32,185,"B",24.4
39,20.7,37.9,17.7,59,240,"B",22.4
27,8.4,43.3,14.1,64,232,"B",24.3
29,21.3,49.4,26.5,50,250,"B",25.9
24,15.8,37.5,11.4,61,228,"B",21.9
21,21.4,53.1,20.6,52,220,"B",26.1
27,5.5,39.2,23.6,56,265,"B",20.9
40,21.6,39.7,10.3,38,230,"B",24.2
26,18,44.6,16.7,54,217,"B",24.1
34,20,43.2,12.8,42,207,"B",25.4
36,8.7,51.4,11.1,58,245,"B",27.2
27,21.2,46.5,20.9,58,240,"B",27.5
32,15.2,36.8,12.2,47,214,"B",19.5
31,22.8,46.3,11.5,52,219,"B",27.4
27,18.1,49.6,18.5,58,211,"B",21
32,20.2,50.2,15.7,46,207,"B",23.8
27,20,52,23.3,54,209,"B",27
29,19.8,67.1,12.5,47,240,"B",29
35,28.3,42.8,19.1,47,215,"B",24.4
52,21.5,44.2,9.4,32,210,"B",23.3
44,19.7,51,11,50,225,"B",24.5
31,24.7,48.5,12.9,63,226,"B",26
41,24.4,43.1,14.5,43,217,"B",23.9
33,21.1,50.6,15.3,58,216,"B",27.1
39,22,48.4,13.9,43,218,"B",26.3
57,17.9,48.1,10,42,199,"B",25.7
26,18.1,57.6,13.3,51,237,"B",25.5
21,19.7,54.2,19.6,51,230,"B",25.5
61,27.8,36.2,22.8,37,200,"B",27.3
23,20,46,21.2,48,255,"B",25.4
28,17.5,48.4,11.7,56,226,"B",25.9
46,14.6,45.2,14.5,43,210,"B",18.8
26,20.5,60,16.4,52,234,"B",23.5
32,15.2,55.6,17.3,60,208,"B",24
23,18.1,40.4,28.6,52,186,"B",23.1
33,26.9,49,17.6,47,235,"B",25.3
26,16.3,43.1,17.5,55,210,"B",24.1
63,24,48.5,12.1,31,162,"B",24.6
62,25.9,36,15.8,37,162,"B",24.6
30,4.7,65,14,49,234,"B",26.1
30,14.5,39.1,14.8,42,204,"B",21.5
60,19.3,33.1,11.5,34,164,"B",22.3
32,21,53.3,14.9,69,232,"B",26.3
32,15.1,46.5,11.1,45,228,"B",27.9
39,25.6,43.8,10.2,44,211,"B",23.7
32,18.9,45.8,22.2,49,217,"B",25.3
31,19.2,41,17.8,51,214,"B",22.8
25,19.1,44.6,16.4,59,225,"B",23.6
24,22.7,56.4,14.6,58,220,"B",27.6
56,22.5,40.1,18.2,35,170,"B",22.2
60,27.2,43.1,13.9,38,187,"B",27.6
21,9.4,45.63,13,65,265,"B",23.1
30,18,48.6,15,43,233,"B",24.8
21,12.1,40.2,13.5,53,230,"B",20.1
28,18.2,46,16.7,59,226,"B",26.3
57,18.8,37.8,11.8,33,180,"B",19.3
33,15.2,44.5,18,58,183,"B",22.1
27,10.9,48,10.1,60,242,"B",24.3
36,29.6,40.6,12.5,41,200,"B",29.5
21,12.4,40.4,15.7,59,234,"B",22.6
24,13.3,32.8,24.4,52,229,"B",20.1
44,18.6,33.6,12.2,48,225,"B",21.8
38,14.4,41.5,13.8,39,213,"B",21.3
60,22.3,33.9,12.8,35,174,"B",24.4
30,15.3,49.3,28.9,62,222,"B",25.5
56,22.3,41.2,10.8,44,199,"B",25.5
22,16.4,45.7,11.1,53,226,"B",22.9
23,10.4,40,12.4,60,237,"B",22.4
25,20,53.6,17.8,55,232,"B",27.4
24,18.8,44.8,17.4,59,238,"B",24.5
55,24.4,42.7,9.3,30,160,"B",26.1
52,17.4,38.3,9.8,37,198,"B",22.1
28,20,39.9,23.9,55,230,"B",22.4
50,17.6,32.9,17.6,38,212,"B",21.6
30,15.5,45.3,16.9,45,211,"B",22.4
63,25.8,45.9,21.4,28,157,"B",26.2
33,23.1,53.2,9.9,45,213,"B",28.6
40,14.4,46.4,20.3,49,233,"B",23.3
55,18.3,38.7,17.5,34,195,"B",22.4
30,22.2,47.1,10.4,60,197,"B",23.3
38,22.8,52.3,16.1,58,237,"B",31.1
34,22.4,39.3,17.7,56,218,"B",23.8
44,20.2,44.9,16.5,42,202,"B",25.5
35,24.5,40.9,14.5,48,199,"B",24.4
27,26.3,41.2,13.8,51,196,"B",26.7
22,11.1,47.6,12.3,55,250,"B",20.2
25,17,52.8,14.6,55,224,"B",24.9
21,16.4,36,19.9,52,262,"B",20.2
30,21.4,44.4,25.8,50,203,"B",26.4
25,22.6,54.5,17.2,47,221,"B",25.1
27,13.2,43.4,12.7,57,229,"B",25.5
35,21.6,56.4,10.1,56,252,"B",26.4
28,16.6,54.8,12,52,240,"B",24.9
27,11.6,49.1,13.6,49,248,"B",21.8
60,28.4,49.5,9,28,189,"B",30.8
24,22.1,35,11.8,56,198,"B",23.9
60,23.1,45.6,14.8,29,180,"B",24.2
39,29.8,42.3,12.5,44,185,"B",24.7
25,17.2,47.5,26,53,231,"B",25.9
35,13.6,41.5,11.1,44,210,"B",23.8
37,17.5,39.6,10.7,45,221,"B",26.2
23,14.3,48.2,17.8,49,208,"B",22.2
56,21.1,44,11,34,193,"B",23.4
38,14.6,44.8,20.7,41,226,"B",26.1
59,21.9,41.2,14.4,36,201,"B",23
62,15.7,42.7,17.1,45,213,"B",25.2
22,20.3,31.7,15.9,57,233,"B",21.5
25,24.9,40.6,18,45,234,"B",27.1
38,21.6,41.7,15.1,43,236,"B",22.9
27,8.4,49.6,14.1,62,245,"B",25.1
35,11.7,36.7,14.2,54,262,"B",22.5
48,16.7,35.6,10.4,46,180,"B",23.2
25,18.5,39.9,16.8,45,198,"B",23.7
21,13.9,44.6,13.6,50,229,"B",19.7
30,21.4,48.4,11,51,204,"B",23.3
21,18.5,37.9,15.5,66,233,"B",22.6
61,24.8,40.6,18.2,28,190,"B",24.4
23,10.1,45.6,14.9,50,242,"B",20.3
22,9.9,40,12.1,49,226,"B",19.6
24,11.9,55.3,20.2,62,268,"B",26.3
32,16,55.1,26.1,50,237,"B",25.1
33,14.4,42.5,15.5,45,218,"B",23.1
51,15.8,31.4,12.8,53,220,"B",21.4
33,16.9,43.5,12.1,52,195,"B",21.6
40,28.9,45.6,9.8,43,198,"B",25.7
22,9.3,45.2,13.6,57,234,"B",21.2
45,14.9,48.5,10.2,53,222,"B",24.9
21,9.3,40.3,13.1,57,244,"B",20.9
25,20.6,40.1,18.7,70,223,"B",26.4
62,30.9,36.3,7.1,26,174,"B",28.1
31,13.7,55.3,15,46,217,"B",24.9
23,18.8,42.8,12.5,48,213,"B",23.3
29,21.1,65.2,12.5,49,240,"B",27.4
60,30.4,37.6,14.8,27,162,"B",25.9
35,20.5,46.7,14.7,42,238,"B",21.3
62,27.4,33.4,12.4,32,177,"B",26.1
47,25.3,38,19.4,49,201,"B",28.5
43,21.3,48.5,13.7,58,220,"B",24.7
21,15.7,39.7,17.5,57,218,"B",23.3
56,21.4,50.7,13,36,197,"B",23
26,22.4,45.5,16.8,49,241,"B",24.3
23,12.4,38.3,20.8,54,218,"B",23
26,23.6,32.6,16.1,48,220,"B",24.4
22,17,50.3,17.4,66,222,"B",25.8
47,17.9,47.8,14.7,50,193,"B",24.8
27,14.7,57.8,16.1,46,221,"B",24.1
25,11,43.2,12.4,46,216,"B",19.3
37,18.1,39.3,13.5,46,232,"B",24
24,6.6,50.3,19.7,63,248,"B",24.3
30,15.5,43.3,14.9,59,223,"B",25
24,21.2,50.4,15.6,51,222,"B",22.4
44,20.4,39.4,9.8,41,224,"B",24.3
56,24.7,38.5,11.3,33,185,"B",24.4
34,23.1,47.1,16.8,43,226,"B",22.7
25,18.6,46.5,17,52,195,"B",25.2
30,19.6,40.6,13.4,53,256,"B",24.9
53,18.9,40.8,17,32,221,"B",23.4
31,17.6,39.4,23.4,49,185,"B",22.4
21,14.3,45.1,17.3,52,280,"B",22.9
28,13.5,53.5,28,50,239,"B",22.5
31,18.1,49.7,10.1,53,222,"B",23
21,11,40.3,11.9,48,232,"B",20.2
40,20.7,44.4,15.4,41,220,"B",25.6
37,19.9,48.7,12.5,55,210,"B",23.9
64,31.6,43.6,13.6,39,175,"B",29.5
48,24.4,42.8,21.1,44,201,"B",25.2
25,17.9,45.8,17.8,52,227,"B",23.6
39,22.5,43.2,12.5,48,206,"B",25.4
40,20.6,37.7,18.8,46,234,"B",28.8
28,16.8,40.4,21,49,251,"B",25.1
45,14.7,45.6,13.5,43,211,"B",21.2
35,16.1,54.8,11.8,40,254,"B",23.2
61,16.4,54.5,15.2,43,155,"B",23.4
33,17.1,48.2,20.8,60,221,"B",22.7
21,14.5,47.1,14.9,59,220,"B",25.1
63,20.4,43.8,9.5,32,190,"B",23.3
44,18.7,45.2,13.7,58,194,"B",25.2
34,18.2,46.4,9.9,44,227,"B",23.3
64,28.1,39.3,10.9,32,184,"B",25.2
33,17.8,38.6,20.7,53,244,"B",22
35,17.7,58.3,13.2,52,228,"B",26.9
28,17.2,43.5,14.2,66,236,"B",22.4
21,18.6,37.7,28.4,56,224,"B",23.7
22,16.1,51.7,19,51,240,"B",24.2
28,14.1,41.4,18.4,59,242,"B",24.2
56,20.2,52.3,28.8,55,221,"B",25.9
29,14.4,53.5,17.2,50,235,"B",21.4
28,25.8,45.9,19.4,46,233,"B",26.3
29,22.2,43.7,13.1,45,202,"B",26.5
21,20.8,54,18.3,54,203,"B",25
55,16.5,32.6,15.9,36,178,"B",20.5
30,16.5,45.1,10,48,240,"B",24.2
31,19.3,43.8,15.8,54,217,"B",23.7
23,16.5,47,21.4,55,251,"B",22.6
51,18.1,29.1,16,38,215,"B",22.1
22,19.7,45.8,15,51,225,"B",25.7
32,13.1,43.6,24.2,63,267,"B",23.5
48,29.1,39.5,14.5,44,211,"B",25.6
57,21.3,40,16.6,30,203,"B",23.4
48,20.6,47.2,10.3,43,210,"B",24.8
31,18.3,49.2,15.2,50,226,"B",30.1
28,28.4,51.9,10.1,47,212,"B",28.5
62,18.8,43,11.5,34,174,"B",24.8
60,9.3,38.8,9.8,45,178,"B",20.8
30,22,42,11,46,210,"B",24.9
44,26,45.1,20.5,38,210,"B",25.2
61,30.3,47.5,13.6,25,171,"B",30
27,19.3,23.5,14.7,45,211,"B",24
34,19.7,50.1,10.6,51,255,"B",24.7
30,15,51.7,25.5,46,228,"B",25.2
30,18.1,45.2,11.5,50,226,"B",22.6
53,27.6,39.9,17.5,40,177,"B",24.8
25,10.8,29.4,22.1,49,214,"B",22.6
26,13.4,43.1,11.5,52,236,"B",19.5
21,12.9,31.6,13.1,49,266,"B",22
23,10.2,54,11.2,70,227,"B",22.4
21,16.1,36.1,18.6,53,221,"B",22.6
45,15.3,36.9,16.2,37,211,"B",20.2
64,24.4,52.7,18.1,26,188,"B",27.8
43,25.9,38.9,14.4,50,194,"B",25
21,15.2,47.6,17.4,69,220,"B",23.2
63,16.8,41.3,10.5,45,170,"B",21.7
26,24.2,47.3,10.3,45,217,"B",27.2
33,19.3,53.4,19.9,47,248,"B",27
23,15.7,44.9,17.2,57,224,"B",23.1
58,25.7,37.8,23.2,31,178,"B",24.6
33,24.5,45.4,13,50,222,"B",25.5
31,27.4,48.6,12,47,176,"B",29.6
37,16.5,42,12.2,39,229,"B",22
63,19.8,46.3,10.9,33,218,"B",22.1
27,11.1,37.8,20.3,51,221,"B",20.4
59,22.9,31.4,14.5,35,166,"B",23
25,16.3,42,23.1,46,222,"B",21.5
43,15.9,48,14,40,206,"B",25.2
23,15.8,34.2,18.8,60,200,"B",24.3
27,20.1,47.2,19,61,200,"B",23.6
23,34.5,45,11.5,49,215,"B",31.5
26,17,51.9,10.4,48,218,"B",21.9
40,22.3,51.9,23.2,45,232,"B",29.4
38,20.2,38.5,13.4,54,226,"B",24.8
25,21.7,41.8,22.2,57,237,"B",24.1
55,15.1,46,10.2,55,198,"B",25.4
62,22.6,42.4,21.2,29,161,"B",27.8
23,25.8,40.4,14.4,48,214,"B",29
24,15.5,40.2,16.8,51,217,"B",24.3
64,24,35.7,17.5,31,180,"B",22.9
30,17.5,34.8,16.6,54,186,"B",23.4
22,16.8,44.1,13.3,50,245,"B",22.9
31,22.1,46.4,14.5,57,217,"B",25.7
23,14.9,42.6,20.1,50,230,"B",22.1
49,22.8,42.5,14.1,42,195,"B",23.1
26,18.9,44.5,11.8,63,205,"B",23.5
61,22.4,38.7,12,34,167,"B",24
25,14.5,46.5,15.2,56,212,"B",25.7
26,22.5,50.9,13.2,60,229,"B",25.6
29,27,57.4,11,55,230,"B",27.4
28,21.6,43.6,21.1,52,218,"B",24.5
46,21.2,42.5,22.6,37,229,"B",26.9
24,13.7,36.9,11.3,52,202,"B",20.4
45,16.4,42.9,19.7,41,196,"B",20
41,19.9,45.9,17,45,224,"B",25.1
45,16.3,53.6,13.5,43,220,"B",22.7
57,26.9,34.1,12.3,39,186,"B",23.5
56,16.6,34.1,22.4,30,166,"B",21.4
58,21.1,38.7,19.1,33,205,"B",21.6
54,24.5,36.4,13.8,41,180,"B",24.9
34,16.2,39.6,16.4,54,218,"B",21.9
38,12,47.7,15.3,58,213,"B",20.1
32,33.7,49.2,16.7,42,222,"B",26.4
23,16.4,53.3,15.5,51,240,"B",24.8
29,22.2,51.8,17.2,52,231,"B",24.4
29,27.4,54.4,13.7,58,230,"B",33.2
30,22.9,47.8,13.5,50,228,"B",28.5
60,16.8,37.1,7.9,34,156,"B",23.4
22,12.9,41.7,22.1,58,240,"B",22
60,23.3,42.6,19.7,33,178,"B",22.3
29,24.8,47.7,15.8,62,229,"B",29.6
34,26.9,47.3,11,47,206,"B",25.9
36,26.1,49.8,12.2,39,207,"B",24
23,17.8,45.3,13.7,57,242,"B",25.1
33,19.2,48.4,13.6,51,234,"B",27.2
23,13.5,51.6,17.7,49,250,"B",26.9
22,12.7,37.5,12.6,54,244,"B",20.8
24,9.7,28.8,17,51,245,"B",18.1
28,23.2,60.3,16.5,45,216,"B",27.5
41,15.8,52.9,19.1,43,228,"B",24.5
56,18.4,41.9,15.6,41,184,"B",23.3
43,21.2,49.1,20,53,199,"B",25.4
32,16.6,44.3,16.2,57,220,"B",21.1
48,22.1,37.2,11.2,49,210,"B",23.4
43,25.3,48.6,15.6,51,193,"B",27.5
34,13.8,51.2,20.8,61,233,"B",21.7
45,21.5,51.4,9.1,41,200,"B",26.7
32,16.6,46.6,14,46,229,"B",22.1
24,11.4,45.9,12.7,50,235,"B",20
41,20.7,49.2,19.1,54,230,"B",25.5
41,16.9,43.3,15.1,45,217,"B",26
26,13.4,48.8,14,45,236,"B",22.1
24,25.4,63.6,18,51,215,"B",30.3
21,12.7,40.1,12.8,49,218,"B",22.9
23,21.4,36.5,13.2,53,223,"B",24.6
60,23.6,33.3,10.7,40,178,"B",22.3
23,20.2,38.3,18.5,48,230,"B",23.1
30,19.1,39.7,13.1,42,217,"B",22
38,17.5,45.5,10.9,40,213,"B",22.8
37,23.1,39.2,10.5,58,204,"B",24.1
38,15.5,49.1,12.3,47,205,"B",23.4
42,23.2,41.9,11.5,48,197,"B",25.9
41,25.5,50.3,15.4,57,230,"B",29.4
22,14,32.7,17.4,61,228,"B",23.5
57,19.6,32.8,9.1,32,171,"B",20
27,16.7,46.1,14.8,47,241,"B",22.9
30,21,41.9,18.8,55,216,"B",26.3
41,15,41.3,10,45,200,"B",21.4
25,17.7,60.4,19.8,51,252,"B",26.5
21,13.5,36.7,13.4,50,246,"B",22.7
22,18.7,39.4,14,50,258,"B",22.9
33,21.6,48.5,11.6,47,217,"B",23.5
40,14.9,46.3,18.4,38,229,"B",22.9
21,20,35.4,19.4,48,232,"B",20
28,13.6,47.3,19.3,45,231,"B",23.3
64,22.9,34.3,7.4,26,161,"B",23.2
25,12.9,49.4,21.2,45,233,"B",21.7
36,11.4,38.8,12.9,41,219,"B",20.3
63,22,31.2,19,35,175,"B",24.5
23,18.1,42.7,15.7,57,218,"B",23.7
30,12.1,31.5,12.6,58,247,"B",22.9
44,22.1,47.4,10.5,42,215,"B",25
21,16.6,51.2,19.7,53,238,"B",24.3
31,13.2,39.3,9.7,47,231,"B",20.8
48,20.4,43.1,9.5,47,217,"B",26.4
25,24,42.3,19.9,53,226,"B",25.3
29,17.4,40.9,13.6,64,222,"B",24.2
60,23.04889,41.8,35,35,182,"B",25.5
55,18.4,34.1,9.7,41,201,"B",21
23,21.2,35.7,19,51,234,"B",26.3
37,14.5,49.7,11.2,43,232,"B",26.9
36,19.4,37.9,9.5,49,207,"B",22.6
27,12.4,43.6,13.5,52,229,"B",24.1
22,11.8,38.9,18.3,49,226,"B",22
38,17.2,50.6,17,52,226,"B",24.8
45,26.2,43.1,19.6,47,220,"B",27.3
60,19.9,40.3,17.5,35,207,"B",26
29,18.8,48.3,15.8,45,214,"B",22.9
35,19.2,46,11.5,47,217,"B",24.2
24,16.3,37.1,17.2,51,240,"B",21.6
27,21.2,37,13.1,61,218,"B",23.5
32,16.4,43.2,10.1,47,221,"B",21.4
36,21.1,49,12.7,50,233,"B",31.8
35,29.9,35.1,12.8,47,221,"B",24.8
25,19.9,36.8,10.2,53,217,"B",22.7
56,27.4,41.8,14.4,30,180,"B",25.3
30,19,33.8,19.3,60,218,"B",21.3
44,18.1,46.1,21.7,45,175,"B",21.7
29,22.9,53.4,21.7,46,222,"B",24.7
36,25,45.1,13.6,50,221,"B",27.1
31,15,43.6,9.9,58,219,"B",23.1
21,20,49.6,14.8,56,240,"B",25.9
41,23.5,47.1,15.3,43,211,"B",24.9
52,18.6,39,16.9,34,190,"B",23.8
26,22.1,52,11.6,61,227,"B",26.3
42,22.8,43.4,24.9,52,196,"B",25.4
35,25.8,44.4,26.4,60,232,"B",30.4
25,12.3,44.8,18.7,48,212,"B",23.7
27,14.6,48.2,22.7,57,266,"B",21.5
49,22.6,42,12.3,43,211,"B",24.3
21,19.2,40.4,11.3,59,238,"B",23.8
52,21.7,41.7,16.9,46,191,"B",24.6
24,15.4,55.8,19.2,50,234,"B",22.9
56,25.7,39.4,10.5,45,179,"B",26.2
24,21.4,44.2,15.5,55,214,"B",23.1
37,7,44.2,11,43,225,"B",19.2
28,26.7,54.4,22.9,50,229,"B",25.5
24,17,43.5,15.6,56,246,"B",23.6
60,21.8,42.8,22.9,27,192,"B",25.2
33,13.6,46.6,20.9,57,230,"B",24.8
55,26.1,41,12,32,180,"B",24.2
21,24.9,48.1,23.6,60,250,"B",28
29,23.2,39.6,14.1,57,223,"B",24.1
21,8.3,40.9,21.8,57,198,"B",21.3
27,24.5,36.5,10.2,46,179,"B",23.8
21,16.4,42,16.4,55,225,"B",22.4
61,23.1,32.6,14.9,34,177,"B",23.1
25,12.6,47.5,15.1,52,219,"B",20.8
37,20.9,59.1,13.7,43,227,"B",26.3
35,19.1,53.6,16.2,42,232,"B",25.4
60,17.3,39.1,9.1,30,181,"B",25.7
33,17.6,43.5,19.2,44,237,"B",24.1
24,14.2,48,19.5,65,236,"B",23.5
25,18.9,47.1,12.9,60,202,"B",23.1
43,16.1,41.6,9.5,45,199,"B",23.1
24,18.6,51.4,15,59,252,"B",24.8
22,12,44.9,19.9,48,231,"B",24.5
45,15.8,40.4,13.6,38,219,"B",24.1
35,10.8,56,25,48,228,"B",26.3
42,16.1,57,15.9,38,231,"B",25.1
21,16.1,49.3,15.6,62,242,"B",24.2
62,16.5,38,9.4,39,197,"B",22.2
49,20.4,51.4,19.5,38,217,"B",25.6
62,25.6,50.1,10,28,169,"B",29
29,19.9,47.9,12.6,53,253,"B",24.7
22,18.5,35.2,14.5,57,200,"B",22.9
32,26,44.3,13.4,49,199,"B",27.9
61,23.9,33.2,8.5,25,167,"B",25.6
50,25.1,37.5,14.9,36,205,"B",23.9
41,20.1,48.2,14.2,41,189,"B",24.2
31,16.8,33.3,21,51,218,"B",20.7
47,22.2,44,12.7,46,192,"B",26.7
25,18.3,40,10.9,50,239,"B",23.5
41,18.6,46.8,14.9,45,245,"B",22.4
22,13.3,44.8,18.7,52,262,"B",22.5
63,22.5,31.7,9.4,30,178,"B",21.3
29,16.1,55.3,16,47,245,"B",24.8
30,12.7,45.8,16.6,54,255,"B",22.7
54,19.1,37.5,14,46,201,"B",23.1
29,9.4,43.4,20.8,60,256,"B",24.9
43,24.3,41.8,13.5,46,197,"B",26.1
26,13.9,48.7,17.5,49,234,"B",25.5
28,14.1,50.1,19.2,57,254,"B",26
27,18.1,41.9,11.3,47,237,"B",25
32,20.7,46,22.6,47,229,"B",25.9
56,25.7,43.7,16.9,51,213,"B",26
28,19.3,42.6,12,45,240,"B",21.6
63,19.2,35.9,14.6,26,163,"B",21.7
60,25.6,36.8,11.8,32,174,"B",24.7
64,20,42.6,18.6,28,180,"B",22.8
62,17.3,32.9,16.2,29,145,"B",20.7
30,21.6,44.3,19.8,45,228,"B",24.4
25,6.9,42,19.8,49,252,"B",21.1
57,19.4,40.7,16.3,36,220,"B",22.4
46,15.3,42.9,13.5,49,188,"B",20.5
45,19.7,46.6,14.8,41,206,"B",23.4
51,14.6,45.2,16.7,47,228,"B",22
60,25.7,41.6,7.7,30,169,"B",27
58,19.6,49,13,48,202,"B",25.1
28,17.2,52.4,13.8,45,214,"B",24.2
33,18.6,43.4,10.3,48,235,"B",23.1
44,18.5,48,12,38,218,"B",24.6
21,14.3,40.8,18.1,54,232,"B",21.7
36,18,38.7,13.6,50,243,"B",26
21,15.4,44.4,26.3,68,257,"B",23.6
25,14.4,49.8,20.3,56,258,"B",25.7
28,14,45.3,19,55,238,"B",22
31,15.8,50,12.6,49,228,"B",24.5
35,22.8,45.3,12,60,228,"B",23.4
63,22.1,46.5,7.9,40,211,"B",26.9
37,20.8,44,27,44,211,"B",22.8
25,20,51.4,12.2,47,230,"B",25
31,15.3482,47.1,11.7,54,242,"B",22.4
29,13,46.7,20.8,49,254,"B",22.2
56,12.7,41.3,21.6,31,202,"B",19.1
45,22.5,45.2,19.4,39,194,"B",24.2
56,20.7,34.1,18.5,30,176,"B",23.8
59,18.7,37.5,9,38,176,"B",23.3
26,21.1,44.4,16.4,60,257,"B",25.9
29,18,37.4,20.7,59,247,"B",21.3
59,22.3,36.6,17.6,38,189,"B",23.3
37,16.5,50.6,14.9,53,221,"B",22.2
63,23.4,39.5,9.9,28,195,"B",22.9
44,15.5,44.6,12.5,40,228,"B",23.4
61,17.6,51.2,11.7,38,174,"B",23.6
27,9.4,37.8,30.5,53,251,"B",22.3
38,14.7,54.9,13.9,53,233,"B",25.1
55,19.6,40.2,19.5,42,208,"B",23.3
52,20.5,43.1,19,35,197,"B",24.7
55,16.1,36.9,17.3,39,178,"B",23.4
63,20.8,31,10.2,28,182,"B",21
22,17.9,43.9,18.1,55,226,"B",21.8
55,21.8,40.3,10.7,31,187,"B",25.3
43,19,44.8,16.4,47,213,"B",23.6
35,28,52,17.4,47,213,"B",30.9
37,27.3,49,19.9,45,215,"B",28.5
22,13.8,46.3,11.9,54,247,"B",20.3
21,14.6,49.4,25.2,63,259,"B",23.1
32,23.2,35.4,10.3,50,202,"B",23.3
29,17.7,41.5,14.4,61,223,"B",24.8
32,20.7,43.5,16.6,42,214,"B",25
34,15.7,47.9,23,55,225,"B",22.9
23,24.6,39.1,24.1,48,238,"B",23.7
